common_name,species,unit_name,park,es,season,climate_trend
Tennessee Warbler,TEWA,Isle Royale National Park,ISRO,85,Summer,E
Tree Swallow,TRES,Isle Royale National Park,ISRO,26,Summer,I
Tree Swallow,TRES,Isle Royale National Park,ISRO,85,Summer,I
Tufted Titmouse,TUTI,Isle Royale National Park,ISRO,85,Summer,C
Veery,VEER,Isle Royale National Park,ISRO,26,Summer,S
Veery,VEER,Isle Royale National Park,ISRO,85,Summer,W
Vesper Sparrow,VESP,Isle Royale National Park,ISRO,85,Summer,I
Warbling Vireo,WAVI,Isle Royale National Park,ISRO,26,Summer,I
Warbling Vireo,WAVI,Isle Royale National Park,ISRO,85,Summer,I
White-breasted Nuthatch,WBNU,Isle Royale National Park,ISRO,26,Summer,I
White-breasted Nuthatch,WBNU,Isle Royale National Park,ISRO,85,Summer,I
Western Kingbird,WEKI,Isle Royale National Park,ISRO,26,Summer,E
Western Kingbird,WEKI,Isle Royale National Park,ISRO,85,Summer,E
Willow Flycatcher,WIFL,Isle Royale National Park,ISRO,26,Summer,I
Willow Flycatcher,WIFL,Isle Royale National Park,ISRO,85,Summer,I
Wilson's Snipe,WISN,Isle Royale National Park,ISRO,26,Summer,S
Wilson's Snipe,WISN,Isle Royale National Park,ISRO,85,Summer,S
Wood Thrush,WOTH,Isle Royale National Park,ISRO,26,Summer,I
Wood Thrush,WOTH,Isle Royale National Park,ISRO,85,Summer,I
White-throated Sparrow,WTSP,Isle Royale National Park,ISRO,26,Summer,S
White-throated Sparrow,WTSP,Isle Royale National Park,ISRO,85,Summer,W
Yellow-bellied Flycatcher,YBFL,Isle Royale National Park,ISRO,26,Summer,W
Yellow-bellied Flycatcher,YBFL,Isle Royale National Park,ISRO,85,Summer,E
Yellow-bellied Sapsucker,YBSA,Isle Royale National Park,ISRO,26,Summer,S
Yellow-bellied Sapsucker,YBSA,Isle Royale National Park,ISRO,85,Summer,W
Yellow Warbler,YEWA,Isle Royale National Park,ISRO,26,Summer,I
Yellow Warbler,YEWA,Isle Royale National Park,ISRO,85,Summer,I
Yellow-headed Blackbird,YHBL,Isle Royale National Park,ISRO,26,Summer,E
Yellow-headed Blackbird,YHBL,Isle Royale National Park,ISRO,85,Summer,E
Yellow-rumped Warbler,YRWA,Isle Royale National Park,ISRO,26,Summer,W
Yellow-rumped Warbler,YRWA,Isle Royale National Park,ISRO,85,Summer,E
Yellow-throated Vireo,YTVI,Isle Royale National Park,ISRO,85,Summer,I
Abert's Towhee,ABTO,Joshua Tree National Park,JOTR,26,Summer,I
Abert's Towhee,ABTO,Joshua Tree National Park,JOTR,85,Summer,I
Acorn Woodpecker,ACWO,Joshua Tree National Park,JOTR,26,Summer,S
Acorn Woodpecker,ACWO,Joshua Tree National Park,JOTR,85,Summer,S
Anna's Hummingbird,ANHU,Joshua Tree National Park,JOTR,26,Summer,W
Anna's Hummingbird,ANHU,Joshua Tree National Park,JOTR,85,Summer,W
Ash-throated Flycatcher,ATFL,Joshua Tree National Park,JOTR,26,Summer,S
Ash-throated Flycatcher,ATFL,Joshua Tree National Park,JOTR,85,Summer,W
Brown-crested Flycatcher,BCFL,Joshua Tree National Park,JOTR,26,Summer,I
Brown-crested Flycatcher,BCFL,Joshua Tree National Park,JOTR,85,Summer,I
Black-chinned Hummingbird,BCHU,Joshua Tree National Park,JOTR,26,Summer,I
Black-chinned Hummingbird,BCHU,Joshua Tree National Park,JOTR,85,Summer,I
Bell's Vireo,BEVI,Joshua Tree National Park,JOTR,26,Summer,I
Bell's Vireo,BEVI,Joshua Tree National Park,JOTR,85,Summer,I
Bewick's Wren,BEWR,Joshua Tree National Park,JOTR,26,Summer,I
Bewick's Wren,BEWR,Joshua Tree National Park,JOTR,85,Summer,S
Black-headed Grosbeak,BHGR,Joshua Tree National Park,JOTR,26,Summer,E
Black-headed Grosbeak,BHGR,Joshua Tree National Park,JOTR,85,Summer,S
Blue Grosbeak,BLGR,Joshua Tree National Park,JOTR,26,Summer,I
Blue Grosbeak,BLGR,Joshua Tree National Park,JOTR,85,Summer,I
Black Phoebe,BLPH,Joshua Tree National Park,JOTR,26,Summer,I
Black Phoebe,BLPH,Joshua Tree National Park,JOTR,85,Summer,I
Brewer's Blackbird,BRBL,Joshua Tree National Park,JOTR,26,Summer,E
Brewer's Blackbird,BRBL,Joshua Tree National Park,JOTR,85,Summer,E
Black-tailed Gnatcatcher,BTGN,Joshua Tree National Park,JOTR,26,Summer,I
Black-tailed Gnatcatcher,BTGN,Joshua Tree National Park,JOTR,85,Summer,I
Black-throated Sparrow,BTSP,Joshua Tree National Park,JOTR,26,Summer,W
Black-throated Sparrow,BTSP,Joshua Tree National Park,JOTR,85,Summer,W
Bullock's Oriole,BUOR,Joshua Tree National Park,JOTR,26,Summer,I
Bullock's Oriole,BUOR,Joshua Tree National Park,JOTR,85,Summer,I
Burrowing Owl,BUOW,Joshua Tree National Park,JOTR,26,Summer,I
Burrowing Owl,BUOW,Joshua Tree National Park,JOTR,85,Summer,I
Bushtit,BUSH,Joshua Tree National Park,JOTR,26,Summer,W
Bushtit,BUSH,Joshua Tree National Park,JOTR,85,Summer,E
Black-whiskered Vireo,BWVI,Joshua Tree National Park,JOTR,26,Summer,C
Black-whiskered Vireo,BWVI,Joshua Tree National Park,JOTR,85,Summer,C
Cactus Wren,CACW,Joshua Tree National Park,JOTR,26,Summer,I
Cactus Wren,CACW,Joshua Tree National Park,JOTR,85,Summer,S
Cattle Egret,CAEG,Joshua Tree National Park,JOTR,26,Summer,I
Cattle Egret,CAEG,Joshua Tree National Park,JOTR,85,Summer,I
Cassin's Kingbird,CAKI,Joshua Tree National Park,JOTR,26,Summer,I
Cassin's Kingbird,CAKI,Joshua Tree National Park,JOTR,85,Summer,I
California Towhee,CALT,Joshua Tree National Park,JOTR,26,Summer,W
California Towhee,CALT,Joshua Tree National Park,JOTR,85,Summer,W
California Quail,CAQU,Joshua Tree National Park,JOTR,26,Summer,W
California Quail,CAQU,Joshua Tree National Park,JOTR,85,Summer,W
Cave Swallow,CASW,Joshua Tree National Park,JOTR,26,Summer,C
Cave Swallow,CASW,Joshua Tree National Park,JOTR,85,Summer,C
California Thrasher,CATH,Joshua Tree National Park,JOTR,26,Summer,W
California Thrasher,CATH,Joshua Tree National Park,JOTR,85,Summer,W
Chihuahuan Raven,CHRA,Joshua Tree National Park,JOTR,26,Summer,C
Chukar,CHUK,Joshua Tree National Park,JOTR,26,Summer,W
Chukar,CHUK,Joshua Tree National Park,JOTR,85,Summer,W
Cliff Swallow,CLSW,Joshua Tree National Park,JOTR,26,Summer,I
Cliff Swallow,CLSW,Joshua Tree National Park,JOTR,85,Summer,I
Common Ground-Dove,COGD,Joshua Tree National Park,JOTR,26,Summer,I
Common Ground-Dove,COGD,Joshua Tree National Park,JOTR,85,Summer,I
Costa's Hummingbird,COHU,Joshua Tree National Park,JOTR,26,Summer,I
Costa's Hummingbird,COHU,Joshua Tree National Park,JOTR,85,Summer,S
Couch's Kingbird,COKI,Joshua Tree National Park,JOTR,85,Summer,C
Common Raven,CORA,Joshua Tree National Park,JOTR,26,Summer,E
Common Raven,CORA,Joshua Tree National Park,JOTR,85,Summer,E
Crissal Thrasher,CRTH,Joshua Tree National Park,JOTR,26,Summer,I
Crissal Thrasher,CRTH,Joshua Tree National Park,JOTR,85,Summer,I
Fulvous Whistling-Duck,FUWD,Joshua Tree National Park,JOTR,26,Summer,I
Fulvous Whistling-Duck,FUWD,Joshua Tree National Park,JOTR,85,Summer,I
Gambel's Quail,GAQU,Joshua Tree National Park,JOTR,26,Summer,I
Gambel's Quail,GAQU,Joshua Tree National Park,JOTR,85,Summer,I
Gilded Flicker,GIFL,Joshua Tree National Park,JOTR,26,Summer,I
Gilded Flicker,GIFL,Joshua Tree National Park,JOTR,85,Summer,S
Gila Woodpecker,GIWO,Joshua Tree National Park,JOTR,26,Summer,I
Gila Woodpecker,GIWO,Joshua Tree National Park,JOTR,85,Summer,I
Great Egret,GREG,Joshua Tree National Park,JOTR,26,Summer,S
Great Egret,GREG,Joshua Tree National Park,JOTR,85,Summer,S
Greater Roadrunner,GRRO,Joshua Tree National Park,JOTR,26,Summer,I
Greater Roadrunner,GRRO,Joshua Tree National Park,JOTR,85,Summer,I
Great-tailed Grackle,GTGR,Joshua Tree National Park,JOTR,26,Summer,I
Great-tailed Grackle,GTGR,Joshua Tree National Park,JOTR,85,Summer,I
House Finch,HOFI,Joshua Tree National Park,JOTR,26,Summer,W
House Finch,HOFI,Joshua Tree National Park,JOTR,85,Summer,W
Hooded Oriole,HOOR,Joshua Tree National Park,JOTR,26,Summer,I
Hooded Oriole,HOOR,Joshua Tree National Park,JOTR,85,Summer,I
Inca Dove,INDO,Joshua Tree National Park,JOTR,26,Summer,I
Inca Dove,INDO,Joshua Tree National Park,JOTR,85,Summer,I
Laughing Gull,LAGU,Joshua Tree National Park,JOTR,85,Summer,C
Lark Sparrow,LASP,Joshua Tree National Park,JOTR,26,Summer,I
Lark Sparrow,LASP,Joshua Tree National Park,JOTR,85,Summer,S
Lazuli Bunting,LAZB,Joshua Tree National Park,JOTR,26,Summer,W
Lazuli Bunting,LAZB,Joshua Tree National Park,JOTR,85,Summer,E
Ladder-backed Woodpecker,LBWO,Joshua Tree National Park,JOTR,26,Summer,I
Ladder-backed Woodpecker,LBWO,Joshua Tree National Park,JOTR,85,Summer,I
Le Conte's Thrasher,LCTH,Joshua Tree National Park,JOTR,26,Summer,S
Le Conte's Thrasher,LCTH,Joshua Tree National Park,JOTR,85,Summer,S
Lesser Goldfinch,LEGO,Joshua Tree National Park,JOTR,26,Summer,I
Lesser Goldfinch,LEGO,Joshua Tree National Park,JOTR,85,Summer,I
Lesser Nighthawk,LENI,Joshua Tree National Park,JOTR,26,Summer,I
Lesser Nighthawk,LENI,Joshua Tree National Park,JOTR,85,Summer,I
Loggerhead Shrike,LOSH,Joshua Tree National Park,JOTR,26,Summer,I
Loggerhead Shrike,LOSH,Joshua Tree National Park,JOTR,85,Summer,I
Lucy's Warbler,LUWA,Joshua Tree National Park,JOTR,26,Summer,I
Lucy's Warbler,LUWA,Joshua Tree National Park,JOTR,85,Summer,I
Mourning Dove,MODO,Joshua Tree National Park,JOTR,26,Summer,W
Mourning Dove,MODO,Joshua Tree National Park,JOTR,85,Summer,W
Mountain Plover,MOPL,Joshua Tree National Park,JOTR,26,Summer,C
Mountain Quail,MOUQ,Joshua Tree National Park,JOTR,26,Summer,W
Mountain Quail,MOUQ,Joshua Tree National Park,JOTR,85,Summer,E
Northern Beardless-Tyrannulet,NOBT,Joshua Tree National Park,JOTR,26,Summer,C
Northern Mockingbird,NOMO,Joshua Tree National Park,JOTR,26,Summer,I
Northern Mockingbird,NOMO,Joshua Tree National Park,JOTR,85,Summer,I
Northern Rough-winged Swallow,NRWS,Joshua Tree National Park,JOTR,26,Summer,I
Northern Rough-winged Swallow,NRWS,Joshua Tree National Park,JOTR,85,Summer,I
Nuttall's Woodpecker,NUWO,Joshua Tree National Park,JOTR,26,Summer,W
Nuttall's Woodpecker,NUWO,Joshua Tree National Park,JOTR,85,Summer,W
Oak Titmouse,OATI,Joshua Tree National Park,JOTR,26,Summer,E
Oak Titmouse,OATI,Joshua Tree National Park,JOTR,85,Summer,E
Phainopepla,PHAI,Joshua Tree National Park,JOTR,26,Summer,I
Phainopepla,PHAI,Joshua Tree National Park,JOTR,85,Summer,I
Pyrrhuloxia,PYRR,Joshua Tree National Park,JOTR,26,Summer,I
Pyrrhuloxia,PYRR,Joshua Tree National Park,JOTR,85,Summer,I
Redhead,REDH,Joshua Tree National Park,JOTR,26,Summer,I
Redhead,REDH,Joshua Tree National Park,JOTR,85,Summer,I
Rock Wren,ROWR,Joshua Tree National Park,JOTR,26,Summer,I
Rock Wren,ROWR,Joshua Tree National Park,JOTR,85,Summer,I
Red-tailed Hawk,RTHA,Joshua Tree National Park,JOTR,26,Summer,I
Red-tailed Hawk,RTHA,Joshua Tree National Park,JOTR,85,Summer,I
Ruddy Duck,RUDU,Joshua Tree National Park,JOTR,26,Summer,I
Ruddy Duck,RUDU,Joshua Tree National Park,JOTR,85,Summer,I
Sage Sparrow,SAGS,Joshua Tree National Park,JOTR,26,Summer,W
Sage Sparrow,SAGS,Joshua Tree National Park,JOTR,85,Summer,W
Say's Phoebe,SAPH,Joshua Tree National Park,JOTR,26,Summer,S
Say's Phoebe,SAPH,Joshua Tree National Park,JOTR,85,Summer,I
Scott's Oriole,SCOR,Joshua Tree National Park,JOTR,26,Summer,S
Scott's Oriole,SCOR,Joshua Tree National Park,JOTR,85,Summer,W
Swainson's Hawk,SWHA,Joshua Tree National Park,JOTR,26,Summer,S
Swainson's Hawk,SWHA,Joshua Tree National Park,JOTR,85,Summer,W
Vermilion Flycatcher,VEFL,Joshua Tree National Park,JOTR,26,Summer,I
Vermilion Flycatcher,VEFL,Joshua Tree National Park,JOTR,85,Summer,I
Verdin,VERD,Joshua Tree National Park,JOTR,26,Summer,I
Verdin,VERD,Joshua Tree National Park,JOTR,85,Summer,I
Violet-green Swallow,VGSW,Joshua Tree National Park,JOTR,26,Summer,E
Violet-green Swallow,VGSW,Joshua Tree National Park,JOTR,85,Summer,E
White-crowned Pigeon,WCPI,Joshua Tree National Park,JOTR,85,Summer,C
Western Kingbird,WEKI,Joshua Tree National Park,JOTR,26,Summer,I
Western Kingbird,WEKI,Joshua Tree National Park,JOTR,85,Summer,I
Western Meadowlark,WEME,Joshua Tree National Park,JOTR,26,Summer,I
Western Meadowlark,WEME,Joshua Tree National Park,JOTR,85,Summer,I
Western Scrub-Jay,WESJ,Joshua Tree National Park,JOTR,26,Summer,E
Western Scrub-Jay,WESJ,Joshua Tree National Park,JOTR,85,Summer,E
White-headed Woodpecker,WHWO,Joshua Tree National Park,JOTR,26,Summer,E
White-headed Woodpecker,WHWO,Joshua Tree National Park,JOTR,85,Summer,E
Wrentit,WREN,Joshua Tree National Park,JOTR,26,Summer,E
Wrentit,WREN,Joshua Tree National Park,JOTR,85,Summer,E
White-tipped Dove,WTDO,Joshua Tree National Park,JOTR,26,Summer,C
White-tipped Dove,WTDO,Joshua Tree National Park,JOTR,85,Summer,C
White-tailed Kite,WTKI,Joshua Tree National Park,JOTR,26,Summer,I
White-tailed Kite,WTKI,Joshua Tree National Park,JOTR,85,Summer,I
White-winged Dove,WWDO,Joshua Tree National Park,JOTR,26,Summer,I
White-winged Dove,WWDO,Joshua Tree National Park,JOTR,85,Summer,I
Yellow-breasted Chat,YBCH,Joshua Tree National Park,JOTR,26,Summer,I
Yellow-breasted Chat,YBCH,Joshua Tree National Park,JOTR,85,Summer,I
Yellow-headed Blackbird,YHBL,Joshua Tree National Park,JOTR,26,Summer,S
Yellow-headed Blackbird,YHBL,Joshua Tree National Park,JOTR,85,Summer,S
Alder Flycatcher,ALFL,Katmai National Park and Preserve,KATM,26,Summer,I
Alder Flycatcher,ALFL,Katmai National Park and Preserve,KATM,85,Summer,S
American Bittern,AMBI,Katmai National Park and Preserve,KATM,26,Summer,C
American Bittern,AMBI,Katmai National Park and Preserve,KATM,85,Summer,C
American Pipit,AMPI,Katmai National Park and Preserve,KATM,26,Summer,S
American Pipit,AMPI,Katmai National Park and Preserve,KATM,85,Summer,S
American Redstart,AMRE,Katmai National Park and Preserve,KATM,26,Summer,C
American Redstart,AMRE,Katmai National Park and Preserve,KATM,85,Summer,C
American Robin,AMRO,Katmai National Park and Preserve,KATM,26,Summer,W
American Robin,AMRO,Katmai National Park and Preserve,KATM,85,Summer,S
American Wigeon,AMWI,Katmai National Park and Preserve,KATM,26,Summer,W
American Wigeon,AMWI,Katmai National Park and Preserve,KATM,85,Summer,W
Arctic Tern,ARTE,Katmai National Park and Preserve,KATM,26,Summer,W
Arctic Tern,ARTE,Katmai National Park and Preserve,KATM,85,Summer,W
Arctic Warbler,ARWA,Katmai National Park and Preserve,KATM,26,Summer,E
Arctic Warbler,ARWA,Katmai National Park and Preserve,KATM,85,Summer,E
American Tree Sparrow,ATSP,Katmai National Park and Preserve,KATM,26,Summer,W
American Tree Sparrow,ATSP,Katmai National Park and Preserve,KATM,85,Summer,W
Black-billed Magpie,BBMA,Katmai National Park and Preserve,KATM,26,Summer,S
Black-billed Magpie,BBMA,Katmai National Park and Preserve,KATM,85,Summer,S
Black-capped Chickadee,BCCH,Katmai National Park and Preserve,KATM,26,Summer,I
Black-capped Chickadee,BCCH,Katmai National Park and Preserve,KATM,85,Summer,I
Belted Kingfisher,BEKI,Katmai National Park and Preserve,KATM,26,Summer,I
Belted Kingfisher,BEKI,Katmai National Park and Preserve,KATM,85,Summer,I
Blackpoll Warbler,BLPW,Katmai National Park and Preserve,KATM,26,Summer,S
Blackpoll Warbler,BLPW,Katmai National Park and Preserve,KATM,85,Summer,W
Boreal Chickadee,BOCH,Katmai National Park and Preserve,KATM,26,Summer,W
Boreal Chickadee,BOCH,Katmai National Park and Preserve,KATM,85,Summer,W
Bonaparte's Gull,BOGU,Katmai National Park and Preserve,KATM,26,Summer,W
Bonaparte's Gull,BOGU,Katmai National Park and Preserve,KATM,85,Summer,W
Bohemian Waxwing,BOWA,Katmai National Park and Preserve,KATM,26,Summer,W
Bohemian Waxwing,BOWA,Katmai National Park and Preserve,KATM,85,Summer,E
Brown Creeper,BRCR,Katmai National Park and Preserve,KATM,85,Summer,I
Black-throated Green Warbler,BTNW,Katmai National Park and Preserve,KATM,85,Summer,C
Canada Warbler,CAWA,Katmai National Park and Preserve,KATM,85,Summer,C
Chestnut-backed Chickadee,CBCH,Katmai National Park and Preserve,KATM,26,Summer,C
Chestnut-backed Chickadee,CBCH,Katmai National Park and Preserve,KATM,85,Summer,C
Common Loon,COLO,Katmai National Park and Preserve,KATM,26,Summer,I
Common Loon,COLO,Katmai National Park and Preserve,KATM,85,Summer,I
Common Raven,CORA,Katmai National Park and Preserve,KATM,26,Summer,S
Common Raven,CORA,Katmai National Park and Preserve,KATM,85,Summer,S
Common Redpoll,CORE,Katmai National Park and Preserve,KATM,26,Summer,W
Common Redpoll,CORE,Katmai National Park and Preserve,KATM,85,Summer,W
Evening Grosbeak,EVGR,Katmai National Park and Preserve,KATM,26,Summer,C
Evening Grosbeak,EVGR,Katmai National Park and Preserve,KATM,85,Summer,C
Fox Sparrow,FOSP,Katmai National Park and Preserve,KATM,26,Summer,W
Fox Sparrow,FOSP,Katmai National Park and Preserve,KATM,85,Summer,W
Gadwall,GADW,Katmai National Park and Preserve,KATM,26,Summer,E
Gadwall,GADW,Katmai National Park and Preserve,KATM,85,Summer,E
Golden-crowned Kinglet,GCKI,Katmai National Park and Preserve,KATM,26,Summer,I
Golden-crowned Kinglet,GCKI,Katmai National Park and Preserve,KATM,85,Summer,I
Golden-crowned Sparrow,GCSP,Katmai National Park and Preserve,KATM,26,Summer,W
Golden-crowned Sparrow,GCSP,Katmai National Park and Preserve,KATM,85,Summer,W
Gray-cheeked Thrush,GCTH,Katmai National Park and Preserve,KATM,26,Summer,W
Gray-cheeked Thrush,GCTH,Katmai National Park and Preserve,KATM,85,Summer,W
Glaucous Gull,GLGU,Katmai National Park and Preserve,KATM,26,Summer,W
Glaucous Gull,GLGU,Katmai National Park and Preserve,KATM,85,Summer,W
Gray Jay,GRAJ,Katmai National Park and Preserve,KATM,26,Summer,W
Gray Jay,GRAJ,Katmai National Park and Preserve,KATM,85,Summer,W
Greater Scaup,GRSC,Katmai National Park and Preserve,KATM,26,Summer,W
Greater Scaup,GRSC,Katmai National Park and Preserve,KATM,85,Summer,W
Greater Yellowlegs,GRYE,Katmai National Park and Preserve,KATM,26,Summer,S
Greater Yellowlegs,GRYE,Katmai National Park and Preserve,KATM,85,Summer,W
Glaucous-winged Gull,GWGU,Katmai National Park and Preserve,KATM,26,Summer,W
Glaucous-winged Gull,GWGU,Katmai National Park and Preserve,KATM,85,Summer,W
Golden-winged Warbler,GWWA,Katmai National Park and Preserve,KATM,26,Summer,C
Golden-winged Warbler,GWWA,Katmai National Park and Preserve,KATM,85,Summer,C
Hairy Woodpecker,HAWO,Katmai National Park and Preserve,KATM,26,Summer,I
Hairy Woodpecker,HAWO,Katmai National Park and Preserve,KATM,85,Summer,I
Herring Gull,HERG,Katmai National Park and Preserve,KATM,26,Summer,I
Herring Gull,HERG,Katmai National Park and Preserve,KATM,85,Summer,I
Hermit Thrush,HETH,Katmai National Park and Preserve,KATM,26,Summer,S
Hermit Thrush,HETH,Katmai National Park and Preserve,KATM,85,Summer,S
Hoary Redpoll,HORE,Katmai National Park and Preserve,KATM,26,Summer,W
Hoary Redpoll,HORE,Katmai National Park and Preserve,KATM,85,Summer,E
Lapland Longspur,LALO,Katmai National Park and Preserve,KATM,26,Summer,W
Lapland Longspur,LALO,Katmai National Park and Preserve,KATM,85,Summer,W
Lesser Yellowlegs,LEYE,Katmai National Park and Preserve,KATM,26,Summer,E
Lesser Yellowlegs,LEYE,Katmai National Park and Preserve,KATM,85,Summer,E
Lincoln's Sparrow,LISP,Katmai National Park and Preserve,KATM,26,Summer,I
Lincoln's Sparrow,LISP,Katmai National Park and Preserve,KATM,85,Summer,S
Long-tailed Duck,LTDU,Katmai National Park and Preserve,KATM,26,Summer,E
Long-tailed Duck,LTDU,Katmai National Park and Preserve,KATM,85,Summer,E
Long-tailed Jaeger,LTJA,Katmai National Park and Preserve,KATM,26,Summer,W
Long-tailed Jaeger,LTJA,Katmai National Park and Preserve,KATM,85,Summer,E
Mallard,MALL,Katmai National Park and Preserve,KATM,26,Summer,I
Mallard,MALL,Katmai National Park and Preserve,KATM,85,Summer,I
Marbled Murrelet,MAMU,Katmai National Park and Preserve,KATM,26,Summer,I
Marbled Murrelet,MAMU,Katmai National Park and Preserve,KATM,85,Summer,I
Magnolia Warbler,MAWA,Katmai National Park and Preserve,KATM,26,Summer,C
Magnolia Warbler,MAWA,Katmai National Park and Preserve,KATM,85,Summer,C
Mew Gull,MEGU,Katmai National Park and Preserve,KATM,26,Summer,W
Mew Gull,MEGU,Katmai National Park and Preserve,KATM,85,Summer,W
Mourning Warbler,MOWA,Katmai National Park and Preserve,KATM,26,Summer,C
Mourning Warbler,MOWA,Katmai National Park and Preserve,KATM,85,Summer,C
Nashville Warbler,NAWA,Katmai National Park and Preserve,KATM,85,Summer,C
Northwestern Crow,NOCR,Katmai National Park and Preserve,KATM,26,Summer,I
Northwestern Crow,NOCR,Katmai National Park and Preserve,KATM,85,Summer,I
Northern Flicker,NOFL,Katmai National Park and Preserve,KATM,26,Summer,I
Northern Harrier,NOHA,Katmai National Park and Preserve,KATM,26,Summer,W
Northern Harrier,NOHA,Katmai National Park and Preserve,KATM,85,Summer,S
Northern Pintail,NOPI,Katmai National Park and Preserve,KATM,26,Summer,E
Northern Pintail,NOPI,Katmai National Park and Preserve,KATM,85,Summer,E
Northern Waterthrush,NOWA,Katmai National Park and Preserve,KATM,26,Summer,I
Northern Waterthrush,NOWA,Katmai National Park and Preserve,KATM,85,Summer,S
Northern Shoveler,NSHO,Katmai National Park and Preserve,KATM,26,Summer,E
Northern Shoveler,NSHO,Katmai National Park and Preserve,KATM,85,Summer,E
Orange-crowned Warbler,OCWA,Katmai National Park and Preserve,KATM,26,Summer,W
Orange-crowned Warbler,OCWA,Katmai National Park and Preserve,KATM,85,Summer,W
Olive-sided Flycatcher,OSFL,Katmai National Park and Preserve,KATM,26,Summer,S
Olive-sided Flycatcher,OSFL,Katmai National Park and Preserve,KATM,85,Summer,W
